"featureId","module","feature","scopeClassification","implementationClassifications","intendedInternAccess","documentationClassification","platformClassifications","role","mode","route","criticality","applicable","evidence"
"inventory.reservations","Inventario, equipos y mantenimiento","Reservar equipo para sesión","directly_within_studio_management_scope","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","native_mobile | mobile_web_fallback","Reception","mutation","/operacion/reservas-equipo","critical","true","tdf-hq-ui/src/pages/InventoryPage.tsx | tdf-hq-ui/src/pages/ReservasEquipoPage.tsx | tdf-hq/src/TDF/API/Inventory.hs | tdf-hq/assets/feature-registry.json"
"inventory.checkout-return","Inventario, equipos y mantenimiento","Entrega y devolución con condición","directly_within_studio_management_scope","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","native_mobile | mobile_web_fallback","Reception","workflow","/operacion/reservas-equipo","high","true","tdf-hq-ui/src/pages/InventoryPage.tsx | tdf-hq-ui/src/pages/ReservasEquipoPage.tsx | tdf-hq/src/TDF/API/Inventory.hs | tdf-hq/assets/feature-registry.json"
"inventory.rentals","Inventario, equipos y mantenimiento","Alquiler de equipo y relación con orden","shared_with_another_tdf_business_area","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","native_mobile | mobile_web_fallback","StudioManager","workflow","/marketplace/orders","high","true","tdf-hq-ui/src/pages/InventoryPage.tsx | tdf-hq-ui/src/pages/ReservasEquipoPage.tsx | tdf-hq/src/TDF/API/Inventory.hs | tdf-hq/assets/feature-registry.json"
"inventory.scan","Inventario, equipos y mantenimiento","Escaneo con token firmado","directly_within_studio_management_scope","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Reception","security","/inventario/scan/:token","high","true","tdf-hq-ui/src/pages/InventoryPage.tsx | tdf-hq-ui/src/pages/ReservasEquipoPage.tsx | tdf-hq/src/TDF/API/Inventory.hs | tdf-hq/assets/feature-registry.json"
"inventory.maintenance","Inventario, equipos y mantenimiento","Abrir, actualizar y cerrar mantenimiento","directly_within_studio_management_scope","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","native_mobile | mobile_web_fallback","Maintenance","workflow","/operacion/inventario","high","true","tdf-hq-ui/src/pages/InventoryPage.tsx | tdf-hq-ui/src/pages/ReservasEquipoPage.tsx | tdf-hq/src/TDF/API/Inventory.hs | tdf-hq/assets/feature-registry.json"
"inventory.unavailable","Inventario, equipos y mantenimiento","Equipo en mantenimiento no reservable","directly_within_studio_management_scope","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","native_mobile | mobile_web_fallback","Reception","conflict","/operacion/reservas-equipo","critical","true","tdf-hq-ui/src/pages/InventoryPage.tsx | tdf-hq-ui/src/pages/ReservasEquipoPage.tsx | tdf-hq/src/TDF/API/Inventory.hs | tdf-hq/assets/feature-registry.json"
"inventory.audit","Inventario, equipos y mantenimiento","Movimientos y auditoría de activos","required_dependency_of_studio_workflow","implemented_but_not_documented","requires_approved_temporary_permission_or_scoped_staging_persona","implemented_but_not_documented","native_mobile | mobile_web_fallback","StudioManager","read","/operacion/inventario","high","true","tdf-hq-ui/src/pages/InventoryPage.tsx | tdf-hq-ui/src/pages/ReservasEquipoPage.tsx | tdf-hq/src/TDF/API/Inventory.hs | tdf-hq/assets/feature-registry.json"
"operations.dashboard","Operación, recepción y reportes","Panel de operación del estudio","directly_within_studio_management_scope","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","StudioManager","read","/dashboard/operations","high","true","tdf-hq-ui/src/pages/ReportsPage.tsx | tdf-hq-ui/src/pages/OperationsControlCenterPage.tsx | tdf-hq-ui/src/pages/PaymentsPage.tsx | tdf-hq/assets/feature-registry.json"
"operations.reception","Operación, recepción y reportes","Flujo de recepción: llegada, sala, saldo y entrega","directly_within_studio_management_scope","partially_implemented","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","Reception","workflow","/dashboard/operations","critical","true","tdf-hq-ui/src/pages/ReportsPage.tsx | tdf-hq-ui/src/pages/OperationsControlCenterPage.tsx | tdf-hq-ui/src/pages/PaymentsPage.tsx | tdf-hq/assets/feature-registry.json"
"operations.engineer","Operación, recepción y reportes","Flujo del ingeniero antes, durante y después","directly_within_studio_management_scope","partially_implemented","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","mobile_web_fallback","Engineer","workflow","/estudio/ordenes","critical","true","tdf-hq-ui/src/pages/ReportsPage.tsx | tdf-hq-ui/src/pages/OperationsControlCenterPage.tsx | tdf-hq-ui/src/pages/PaymentsPage.tsx | tdf-hq/assets/feature-registry.json"
"reports.operational","Operación, recepción y reportes","Reportes operativos del estudio","directly_within_studio_management_scope","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","StudioManager","read","/estudio/reportes","high","true","tdf-hq-ui/src/pages/ReportsPage.tsx | tdf-hq-ui/src/pages/OperationsControlCenterPage.tsx | tdf-hq-ui/src/pages/PaymentsPage.tsx | tdf-hq/assets/feature-registry.json"
"reports.financial","Operación, recepción y reportes","Reportes financieros relacionados con estudio","required_dependency_of_studio_workflow","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","Finance","read","/finanzas/creador-reporte-cuenta","high","true","tdf-hq-ui/src/pages/ReportsPage.tsx | tdf-hq-ui/src/pages/OperationsControlCenterPage.tsx | tdf-hq-ui/src/pages/PaymentsPage.tsx | tdf-hq/assets/feature-registry.json"
"reports.export","Operación, recepción y reportes","Exportación y consistencia de totales","required_dependency_of_studio_workflow","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","StudioManager","read","/estudio/reportes","high","true","tdf-hq-ui/src/pages/ReportsPage.tsx | tdf-hq-ui/src/pages/OperationsControlCenterPage.tsx | tdf-hq-ui/src/pages/PaymentsPage.tsx | tdf-hq/assets/feature-registry.json"
"live.public-registration","TDF Live Sessions","Registro público para TDF Live Sessions","directly_within_studio_management_scope","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Artist de pruebas","public","/live-sessions/registro","high","true","tdf-hq-ui/src/pages/LiveSessionIntakePage.tsx | tdf-hq-ui/src/pages/LiveSessionPublicPage.tsx | tdf-hq/src/TDF/ServerLiveSessions.hs | tdf-hq/assets/feature-registry.json"
"live.intake-admin","TDF Live Sessions","Revisión del intake de Live Sessions","directly_within_studio_management_scope","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","StudioManager","workflow","/estudio/live-sessions","high","true","tdf-hq-ui/src/pages/LiveSessionIntakePage.tsx | tdf-hq-ui/src/pages/LiveSessionPublicPage.tsx | tdf-hq/src/TDF/ServerLiveSessions.hs | tdf-hq/assets/feature-registry.json"
"live.musicians-songs","TDF Live Sessions","Músicos, instrumentos y canciones del intake","directly_within_studio_management_scope","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","StudioManager","mutation","/estudio/live-sessions","high","true","tdf-hq-ui/src/pages/LiveSessionIntakePage.tsx | tdf-hq-ui/src/pages/LiveSessionPublicPage.tsx | tdf-hq/src/TDF/ServerLiveSessions.hs | tdf-hq/assets/feature-registry.json"
"live.files-consent","TDF Live Sessions","Archivos, consentimiento y límites de carga","directly_within_studio_management_scope","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Artist de pruebas","security","/live-sessions/registro","critical","true","tdf-hq-ui/src/pages/LiveSessionIntakePage.tsx | tdf-hq-ui/src/pages/LiveSessionPublicPage.tsx | tdf-hq/src/TDF/ServerLiveSessions.hs | tdf-hq/assets/feature-registry.json"
"live.domo-campaign","TDF Live Sessions","Campaña de TDF Sessions en Domo","shared_with_another_tdf_business_area","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","StudioManager","workflow","/estudio/campanas/tdf-sessions-domo","medium","true","tdf-hq-ui/src/pages/LiveSessionIntakePage.tsx | tdf-hq-ui/src/pages/LiveSessionPublicPage.tsx | tdf-hq/src/TDF/ServerLiveSessions.hs | tdf-hq/assets/feature-registry.json"
"notifications.booking-email","Notificaciones e integraciones","Confirmación de reserva por email de pruebas","required_dependency_of_studio_workflow","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","not_available_on_mobile","Sistema","integration","/reservar","critical","true","tdf-hq/src/TDF/Email/Service.hs | tdf-hq/src/TDF/WhatsApp/Service.hs | tdf-hq-ui/src/pages/CalendarSyncPage.tsx | tdf-hq/assets/feature-registry.json"
"notifications.whatsapp","Notificaciones e integraciones","WhatsApp con transporte simulado","required_dependency_of_studio_workflow","partially_implemented","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","not_available_on_mobile","Sistema","integration","/whatsapp/ok","high","true","tdf-hq/src/TDF/Email/Service.hs | tdf-hq/src/TDF/WhatsApp/Service.hs | tdf-hq-ui/src/pages/CalendarSyncPage.tsx | tdf-hq/assets/feature-registry.json"
"notifications.calendar","Notificaciones e integraciones","Sincronización de calendario en sandbox","required_dependency_of_studio_workflow","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","Admin de pruebas","integration","/configuracion/integraciones/calendario","high","true","tdf-hq/src/TDF/Email/Service.hs | tdf-hq/src/TDF/WhatsApp/Service.hs | tdf-hq-ui/src/pages/CalendarSyncPage.tsx | tdf-hq/assets/feature-registry.json"
"notifications.failure","Notificaciones e integraciones","Fallo de notificación sin perder la operación","required_dependency_of_studio_workflow","implemented_but_not_documented","requires_approved_temporary_permission_or_scoped_staging_persona","implemented_but_not_documented","not_available_on_mobile","Sistema","integration","/reservar","critical","true","tdf-hq/src/TDF/Email/Service.hs | tdf-hq/src/TDF/WhatsApp/Service.hs | tdf-hq-ui/src/pages/CalendarSyncPage.tsx | tdf-hq/assets/feature-registry.json"
"notifications.no-real-recipient","Notificaciones e integraciones","Bloqueo de destinatarios y secretos reales","required_dependency_of_studio_workflow","implemented_but_not_documented","requires_approved_temporary_permission_or_scoped_staging_persona","implemented_but_not_documented","not_available_on_mobile","Admin de pruebas","security","/configuracion/preferencias","critical","true","tdf-hq/src/TDF/Email/Service.hs | tdf-hq/src/TDF/WhatsApp/Service.hs | tdf-hq-ui/src/pages/CalendarSyncPage.tsx | tdf-hq/assets/feature-registry.json"
"domo.shared-resources","Dependencias compartidas con Domo","Recursos y fechas compartidos con el estudio","shared_with_another_tdf_business_area","partially_implemented","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","StudioManager","conflict","/domo-del-pululahua","high","true","tdf-hq-ui/src/pages/TdfDomoCampaignPage.tsx | tdf-hq/src/TDF/API.hs | tdf-hq/docs/openapi/api.yaml | tdf-hq/assets/feature-registry.json"
"domo.quotations","Dependencias compartidas con Domo","Cotización Domo vinculada a reserva","shared_with_another_tdf_business_area","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","Customer de pruebas","public","/domo-del-pululahua","high","true","tdf-hq-ui/src/pages/TdfDomoCampaignPage.tsx | tdf-hq/src/TDF/API.hs | tdf-hq/docs/openapi/api.yaml | tdf-hq/assets/feature-registry.json"
"domo.deposit","Dependencias compartidas con Domo","Depósito PayPal sandbox de Domo","shared_with_another_tdf_business_area","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","Customer de pruebas","integration","/domo-del-pululahua","critical","true","tdf-hq-ui/src/pages/TdfDomoCampaignPage.tsx | tdf-hq/src/TDF/API.hs | tdf-hq/docs/openapi/api.yaml | tdf-hq/assets/feature-registry.json"
"domo.hold-expiry","Dependencias compartidas con Domo","Vencimiento de hold sin bloquear estudio","shared_with_another_tdf_business_area","implemented_but_not_documented","requires_approved_temporary_permission_or_scoped_staging_persona","implemented_but_not_documented","web_only | not_available_on_mobile","Customer de pruebas","conflict","/domo-del-pululahua","critical","true","tdf-hq-ui/src/pages/TdfDomoCampaignPage.tsx | tdf-hq/src/TDF/API.hs | tdf-hq/docs/openapi/api.yaml | tdf-hq/assets/feature-registry.json"
"domo.operations","Dependencias compartidas con Domo","Visibilidad operativa de la reserva Domo","shared_with_another_tdf_business_area","partially_implemented","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","StudioManager","workflow","/estudio/calendario","high","true","tdf-hq-ui/src/pages/TdfDomoCampaignPage.tsx | tdf-hq/src/TDF/API.hs | tdf-hq/docs/openapi/api.yaml | tdf-hq/assets/feature-registry.json"
"school.shared-rooms","Dependencias compartidas con Escuela","Salas compartidas con clases","shared_with_another_tdf_business_area","partially_implemented","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","Reception","conflict","/escuela/clases","high","true","tdf-hq-ui/src/pages/ClassesPage.tsx | tdf-hq-ui/src/pages/TrialLessonsPage.tsx | tdf-hq/src/TDF/Trials/API.hs | tdf-hq/assets/feature-registry.json"
"school.calendar","Dependencias compartidas con Escuela","Clases visibles en calendario compartido","shared_with_another_tdf_business_area","partially_implemented","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","Reception","workflow","/escuela/clases","high","true","tdf-hq-ui/src/pages/ClassesPage.tsx | tdf-hq-ui/src/pages/TrialLessonsPage.tsx | tdf-hq/src/TDF/Trials/API.hs | tdf-hq/assets/feature-registry.json"
"school.instructors","Dependencias compartidas con Escuela","Instructor y disponibilidad","shared_with_another_tdf_business_area","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","Reception","workflow","/escuela/profesores","medium","true","tdf-hq-ui/src/pages/ClassesPage.tsx | tdf-hq-ui/src/pages/TrialLessonsPage.tsx | tdf-hq/src/TDF/Trials/API.hs | tdf-hq/assets/feature-registry.json"
"school.trial-reservation","Dependencias compartidas con Escuela","Reserva de clase de prueba","shared_with_another_tdf_business_area","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","Reception","workflow","/escuela/trial-lessons","high","true","tdf-hq-ui/src/pages/ClassesPage.tsx | tdf-hq-ui/src/pages/TrialLessonsPage.tsx | tdf-hq/src/TDF/Trials/API.hs | tdf-hq/assets/feature-registry.json"
"school.payment","Dependencias compartidas con Escuela","Pago de clase que comparte finanzas","shared_with_another_tdf_business_area","partially_implemented","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","Finance","integration","/finanzas/pagos","high","true","tdf-hq-ui/src/pages/ClassesPage.tsx | tdf-hq-ui/src/pages/TrialLessonsPage.tsx | tdf-hq/src/TDF/Trials/API.hs | tdf-hq/assets/feature-registry.json"
"ddex.session-origin","Datos de estudio relacionados con DDEX","Origen de grabación y sesión","required_dependency_of_studio_workflow","partially_implemented","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","native_mobile | mobile_web_fallback","LabelRep de pruebas","read","/label/ddex","high","true","tdf-hq/src/TDF/API/DDEX.hs | tdf-hq/src/TDF/Server/DDEX.hs | tdf-hq/src/TDF/DDEX/Validation.hs | tdf-hq/assets/feature-registry.json"
"ddex.participants","Datos de estudio relacionados con DDEX","Participantes, roles e instrumentos","required_dependency_of_studio_workflow","partially_implemented","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","native_mobile | mobile_web_fallback","LabelRep de pruebas","read","/label/ddex/documents/:id","high","true","tdf-hq/src/TDF/API/DDEX.hs | tdf-hq/src/TDF/Server/DDEX.hs | tdf-hq/src/TDF/DDEX/Validation.hs | tdf-hq/assets/feature-registry.json"
"ddex.equipment","Datos de estudio relacionados con DDEX","Equipo y detalles técnicos pertinentes","required_dependency_of_studio_workflow","partially_implemented","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","native_mobile | mobile_web_fallback","LabelRep de pruebas","read","/label/ddex/documents/:id","medium","true","tdf-hq/src/TDF/API/DDEX.hs | tdf-hq/src/TDF/Server/DDEX.hs | tdf-hq/src/TDF/DDEX/Validation.hs | tdf-hq/assets/feature-registry.json"
"ddex.recordings-assets","Datos de estudio relacionados con DDEX","Grabaciones y activos originados en estudio","required_dependency_of_studio_workflow","partially_implemented","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","native_mobile | mobile_web_fallback","LabelRep de pruebas","read","/label/ddex/documents/:id","high","true","tdf-hq/src/TDF/API/DDEX.hs | tdf-hq/src/TDF/Server/DDEX.hs | tdf-hq/src/TDF/DDEX/Validation.hs | tdf-hq/assets/feature-registry.json"
"ddex.rights-metadata","Datos de estudio relacionados con DDEX","Metadatos de derechos vinculados a la grabación","required_dependency_of_studio_workflow","partially_implemented","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","native_mobile | mobile_web_fallback","LabelRep de pruebas","read","/label/ddex/documents/:id","high","true","tdf-hq/src/TDF/API/DDEX.hs | tdf-hq/src/TDF/Server/DDEX.hs | tdf-hq/src/TDF/DDEX/Validation.hs | tdf-hq/assets/feature-registry.json"
"ddex.validation","Datos de estudio relacionados con DDEX","Validación y mensajes de error DDEX","required_dependency_of_studio_workflow","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","native_mobile | mobile_web_fallback","LabelRep de pruebas","workflow","/label/ddex/documents/:id","high","true","tdf-hq/src/TDF/API/DDEX.hs | tdf-hq/src/TDF/Server/DDEX.hs | tdf-hq/src/TDF/DDEX/Validation.hs | tdf-hq/assets/feature-registry.json"
"ddex.import","Datos de estudio relacionados con DDEX","Importación y resolución de conflictos DDEX","required_dependency_of_studio_workflow","documented_but_not_implemented","not_executable_documented_limitation","documented_but_not_implemented","not_available_on_mobile","LabelRep de pruebas","read","/label/ddex/documents/:id/import","medium","false","tdf-hq/src/TDF/API/DDEX.hs | tdf-hq/src/TDF/Server/DDEX.hs | tdf-hq/src/TDF/DDEX/Validation.hs | tdf-hq/assets/feature-registry.json"
"roles.reception","Roles, permisos y acceso directo","Permisos mínimos de Reception","required_dependency_of_studio_workflow","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","mobile_web_fallback","Reception","security","/estudio/calendario","critical","true","tdf-hq/assets/feature-registry.json | tdf-hq/src/TDF/Catalog/Security.hs | docs/feature-discoverability-audit/2026-08-21/role-module-feature-action-platform-matrix.csv | tdf-hq/assets/feature-registry.json"
"roles.engineer","Roles, permisos y acceso directo","Permisos mínimos de Engineer","required_dependency_of_studio_workflow","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","mobile_web_fallback","Engineer","security","/estudio/ordenes","critical","true","tdf-hq/assets/feature-registry.json | tdf-hq/src/TDF/Catalog/Security.hs | docs/feature-discoverability-audit/2026-08-21/role-module-feature-action-platform-matrix.csv | tdf-hq/assets/feature-registry.json"
"roles.studio-manager","Roles, permisos y acceso directo","Permisos de Studio Manager","required_dependency_of_studio_workflow","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","mobile_web_fallback","StudioManager","security","/estudio/calendario","critical","true","tdf-hq/assets/feature-registry.json | tdf-hq/src/TDF/Catalog/Security.hs | docs/feature-discoverability-audit/2026-08-21/role-module-feature-action-platform-matrix.csv | tdf-hq/assets/feature-registry.json"
"roles.intern","Roles, permisos y acceso directo","Intern no puede ampliar sus propios permisos","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","security","/practicas","critical","true","tdf-hq/assets/feature-registry.json | tdf-hq/src/TDF/Catalog/Security.hs | docs/feature-discoverability-audit/2026-08-21/role-module-feature-action-platform-matrix.csv | tdf-hq/assets/feature-registry.json"
"roles.direct-api","Roles, permisos y acceso directo","La API rechaza operaciones sin permiso","required_dependency_of_studio_workflow","implemented_but_inaccessible_to_intended_role","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","not_available_on_mobile","Intern","security","/api","critical","true","tdf-hq/assets/feature-registry.json | tdf-hq/src/TDF/Catalog/Security.hs | docs/feature-discoverability-audit/2026-08-21/role-module-feature-action-platform-matrix.csv | tdf-hq/assets/feature-registry.json"
"roles.temporary-access","Roles, permisos y acceso directo","Solicitud y aprobación temporal de permiso","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","Intern","workflow","/practicas","critical","true","tdf-hq/assets/feature-registry.json | tdf-hq/src/TDF/Catalog/Security.hs | docs/feature-discoverability-audit/2026-08-21/role-module-feature-action-platform-matrix.csv | tdf-hq/assets/feature-registry.json"
"roles.expiry","Roles, permisos y acceso directo","Vencimiento del permiso temporal","required_dependency_of_studio_workflow","partially_implemented","requires_approved_temporary_permission_or_scoped_staging_persona","implementation_and_route_evidence_documented","web_only | not_available_on_mobile","Intern","security","/practicas","critical","true","tdf-hq/assets/feature-registry.json | tdf-hq/src/TDF/Catalog/Security.hs | docs/feature-discoverability-audit/2026-08-21/role-module-feature-action-platform-matrix.csv | tdf-hq/assets/feature-registry.json"
"intern.clock","Prácticas y reportes internos","Registrar entrada y salida","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","workflow","/practicas","high","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"intern.task-privacy","Prácticas y reportes internos","Sólo el pasante correcto ve la tarea","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","security","/practicas","critical","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"intern.protected-fields","Prácticas y reportes internos","Intern no edita campos protegidos","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","security","/practicas/tareas/:taskId","critical","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"intern.audit-cases","Prácticas y reportes internos","Lista estructurada de casos","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","workflow","/practicas/auditorias/:planId","critical","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"intern.executions","Prácticas y reportes internos","Ejecuciones e historial de retest","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","workflow","/practicas/auditorias/:planId","critical","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"intern.auto-progress","Prácticas y reportes internos","Avance calculado automáticamente","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","workflow","/practicas/auditorias/:planId","critical","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"intern.completion-gate","Prácticas y reportes internos","Bloqueo de finalización incompleta","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","security","/practicas/auditorias/:planId","critical","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"intern.daily-summary","Prácticas y reportes internos","Resumen de cada jornada","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","workflow","/practicas/auditorias/:planId","high","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
"intern.final-summary","Prácticas y reportes internos","Resumen final generado y conclusiones","required_dependency_of_studio_workflow","implemented_and_accessible","available_with_intern_or_public_test_identity","implementation_and_route_evidence_documented","mobile_web_fallback","Intern","workflow","/practicas/auditorias/:planId","high","true","tdf-hq-ui/src/pages/InternshipsPage.tsx | tdf-hq-ui/src/pages/InternAuditPlanPage.tsx | tdf-hq-ui/src/pages/InternalFeedbackPage.tsx | tdf-hq/src/TDF/ServerInternAudit.hs | tdf-hq/src/TDF/ServerFeedback.hs | tdf-hq/assets/feature-registry.json"
